layer,head,importance,similarity,mean_jsd,n_prompts_or_windows,n_token_vectors
5,2,0.00756067,0.992439,0.00524066,0,9853
5,3,0.00843108,0.991569,0.00584398,0,9853
5,4,0.00592785,0.994072,0.00410887,0,9853
5,5,0.00785485,0.992145,0.00544457,0,9853
5,6,0.00761556,0.992384,0.0052787,0,9853
5,7,0.00771307,0.992287,0.0053463,0,9853
5,8,0.0119782,0.988022,0.00830267,0,9853
5,9,0.0104946,0.989505,0.00727433,0,9853
5,10,0.00942419,0.990576,0.00653235,0,9853
5,11,0.00717365,0.992826,0.00497239,0,9853
5,12,0.00846868,0.991531,0.00587004,0,9853
5,13,0.00679862,0.993201,0.00471245,0,9853
5,14,0.0069948,0.993005,0.00484843,0,9853
5,15,0.00856448,0.991436,0.00593645,0,9853
6,0,0.0165764,0.983424,0.0114899,0,9853
6,1,0.0198036,0.980196,0.0137268,0,9853
6,2,0.0110906,0.988909,0.00768743,0,9853
6,3,0.0302888,0.969711,0.0209946,0,9853
6,4,0.0327737,0.967226,0.022717,0,9853
6,5,0.00849844,0.991502,0.00589067,0,9853
6,6,0.0159362,0.984064,0.0110462,0,9853
6,7,0.0135601,0.98644,0.00939916,0,9853
6,8,0.0102249,0.989775,0.00708735,0,9853
6,9,0.0106178,0.989382,0.00735972,0,9853
6,10,0.0299581,0.970042,0.0207654,0,9853
6,11,0.00814276,0.991857,0.00564413,0,9853
6,12,0.0075211,0.992479,0.00521323,0,9853
6,13,0.00935741,0.990643,0.00648606,0,9853
6,14,0.00852574,0.991474,0.00590959,0,9853
6,15,0.0117095,0.988291,0.00811638,0,9853
7,0,0.0162894,0.983711,0.0112909,0,9853
7,1,0.0147115,0.985288,0.0101973,0,9853
7,2,0.0100188,0.989981,0.0069445,0,9853
7,3,0.00897229,0.991028,0.00621912,0,9853
7,4,0.0143766,0.985623,0.00996508,0,9853
7,5,0.0271771,0.972823,0.0188377,0,9853
7,6,0.0230823,0.976918,0.0159994,0,9853
7,7,0.0102547,0.989745,0.00710802,0,9853
7,8,0.0145052,0.985495,0.0100542,0,9853
7,9,0.0186563,0.981344,0.0129316,0,9853
7,10,0.0147776,0.985222,0.0102431,0,9853
7,11,0.0102542,0.989746,0.00710769,0,9853
7,12,0.0106632,0.989337,0.00739118,0,9853
7,13,0.0138393,0.986161,0.00959269,0,9853
7,14,0.0145638,0.985436,0.0100949,0,9853
7,15,0.00976046,0.99024,0.00676544,0,9853
8,0,0.012454,0.987546,0.00863246,0,9853
8,1,0.0145847,0.985415,0.0101093,0,9853
8,2,0.0114855,0.988514,0.00796115,0,9853
8,3,0.0168368,0.983163,0.0116704,0,9853
8,4,0.0115,0.9885,0.0079712,0,9853
8,5,0.0148132,0.985187,0.0102677,0,9853
8,6,0.0197106,0.980289,0.0136623,0,9853
8,7,0.0137654,0.986235,0.00954142,0,9853
8,8,0.0257578,0.974242,0.0178539,0,9853
8,9,0.0220398,0.97796,0.0152769,0,9853
8,10,0.0162289,0.983771,0.011249,0,9853
8,11,0.014361,0.985639,0.00995426,0,9853
8,12,0.0157885,0.984211,0.0109438,0,9853
8,13,0.0110244,0.988976,0.00764151,0,9853
8,14,0.0157936,0.984206,0.0109473,0,9853
8,15,0.0217086,0.978291,0.0150473,0,9853
9,0,0.0267238,0.973276,0.0185236,0,9853
9,1,0.0343983,0.965602,0.0238431,0,9853
9,2,0.0193974,0.980603,0.0134452,0,9853
9,3,0.0200155,0.979984,0.0138737,0,9853
9,4,0.0341106,0.965889,0.0236437,0,9853
9,5,0.0211544,0.978846,0.0146631,0,9853
9,6,0.0181205,0.98188,0.0125602,0,9853
9,7,0.0215186,0.978481,0.0149156,0,9853
9,8,0.0292912,0.970709,0.0203031,0,9853
9,9,0.0281454,0.971855,0.0195089,0,9853
9,10,0.0493912,0.950609,0.0342354,0,9853
9,11,0.0245643,0.975436,0.0170266,0,9853
9,12,0.0298677,0.970132,0.0207027,0,9853
9,13,0.0417074,0.958293,0.0289094,0,9853
9,14,0.0194817,0.980518,0.0135037,0,9853
9,15,0.0306915,0.969308,0.0212737,0,9853
10,0,0.0280189,0.971981,0.0194212,0,9853
10,1,0.029718,0.970282,0.020599,0,9853
10,2,0.0278417,0.972158,0.0192984,0,9853
10,3,0.0189982,0.981002,0.0131685,0,9853
10,4,0.0268228,0.973177,0.0185922,0,9853
10,5,0.0234673,0.976533,0.0162663,0,9853
10,6,0.0529783,0.947022,0.0367217,0,9853
10,7,0.028667,0.971333,0.0198704,0,9853
10,8,0.0252789,0.974721,0.017522,0,9853
10,9,0.0292244,0.970776,0.0202568,0,9853
10,10,0.0216379,0.978362,0.0149983,0,9853
10,11,0.0276898,0.97231,0.0191931,0,9853
10,12,0.0245197,0.97548,0.0169958,0,9853
10,13,0.0246708,0.975329,0.0171005,0,9853
10,14,0.0384824,0.961518,0.026674,0,9853
10,15,0.0352672,0.964733,0.0244454,0,9853
11,0,0.0218968,0.978103,0.0151777,0,9853
11,1,0.0289387,0.971061,0.0200587,0,9853
11,2,0.0321595,0.96784,0.0222913,0,9853
11,3,0.0228198,0.97718,0.0158174,0,9853
11,4,0.0262245,0.973775,0.0181775,0,9853
11,5,0.0260778,0.973922,0.0180758,0,9853
11,6,0.0372802,0.96272,0.0258407,0,9853
11,7,0.0276015,0.972399,0.0191319,0,9853
11,8,0.0254959,0.974504,0.0176724,0,9853
11,9,0.0262482,0.973752,0.0181939,0,9853
11,10,0.0324961,0.967504,0.0225245,0,9853
11,11,0.0285686,0.971431,0.0198022,0,9853
11,12,0.0250828,0.974917,0.0173861,0,9853
11,13,0.0248306,0.975169,0.0172113,0,9853
11,14,0.0297077,0.970292,0.0205918,0,9853
11,15,0.0357718,0.964228,0.0247951,0,9853
12,0,0.0357313,0.964269,0.024767,0,9853
12,1,0.039452,0.960548,0.027346,0,9853
12,2,0.0281338,0.971866,0.0195009,0,9853
12,3,0.0299812,0.970019,0.0207814,0,9853
12,4,0.0481337,0.951866,0.0333637,0,9853
12,5,0.0367856,0.963214,0.0254978,0,9853
12,6,0.03478,0.96522,0.0241076,0,9853
12,7,0.0323032,0.967697,0.0223909,0,9853
12,8,0.0401588,0.959841,0.027836,0,9853
12,9,0.0558812,0.944119,0.0387339,0,9853
12,10,0.0658064,0.934194,0.0456135,0,9853
12,11,0.0274758,0.972524,0.0190448,0,9853
12,12,0.0356174,0.964383,0.0246881,0,9853
12,13,0.104974,0.895026,0.0727627,0,9853
12,14,0.0253789,0.974621,0.0175913,0,9853
12,15,0.0305094,0.969491,0.0211475,0,9853
13,0,0.0401268,0.959873,0.0278138,0,9853
13,1,0.0491653,0.950835,0.0340788,0,9853
13,2,0.0365062,0.963494,0.0253042,0,9853
13,3,0.0458025,0.954197,0.0317479,0,9853
13,4,0.0440848,0.955915,0.0305573,0,9853
13,5,0.0424437,0.957556,0.0294197,0,9853
13,6,0.0292145,0.970785,0.02025,0,9853
13,7,0.039722,0.960278,0.0275332,0,9853
13,8,0.0305489,0.969451,0.0211749,0,9853
13,9,0.0416399,0.95836,0.0288626,0,9853
13,10,0.0457606,0.954239,0.0317189,0,9853
13,11,0.0469264,0.953074,0.0325269,0,9853
13,12,0.035451,0.964549,0.0245728,0,9853
13,13,0.0410533,0.958947,0.028456,0,9853
13,14,0.0308633,0.969137,0.0213928,0,9853
13,15,0.0455804,0.95442,0.0315939,0,9853
14,0,0.0224426,0.977557,0.0155561,0,9853
14,1,0.0270274,0.972973,0.018734,0,9853
14,2,0.0149276,0.985072,0.010347,0,9853
14,3,0.0318157,0.968184,0.0220529,0,9853
14,4,0.0175924,0.982408,0.0121941,0,9853
14,5,0.0238795,0.976121,0.016552,0,9853
14,6,0.0266289,0.973371,0.0184578,0,9853
14,7,0.0225226,0.977477,0.0156115,0,9853
14,8,0.0293218,0.970678,0.0203243,0,9853
14,9,0.0207779,0.979222,0.0144021,0,9853
14,10,0.0134252,0.986575,0.00930561,0,9853
14,11,0.0323656,0.967634,0.0224341,0,9853
14,12,0.0227938,0.977206,0.0157994,0,9853
14,13,0.0208743,0.979126,0.0144689,0,9853
14,14,0.0147677,0.985232,0.0102362,0,9853
14,15,0.0260915,0.973908,0.0180853,0,9853
15,0,0.0835185,0.916482,0.0578906,0,9853
15,1,0.0368142,0.963186,0.0255177,0,9853
15,2,0.0294984,0.970502,0.0204468,0,9853
15,3,0.0470652,0.952935,0.0326231,0,9853
15,4,0.0797943,0.920206,0.0553092,0,9853
15,5,0.040637,0.959363,0.0281674,0,9853
15,6,0.0431909,0.956809,0.0299376,0,9853
15,7,0.0796145,0.920385,0.0551846,0,9853
15,8,0.0355131,0.964487,0.0246158,0,9853
15,9,0.0466938,0.953306,0.0323657,0,9853
15,10,0.0540622,0.945938,0.0374731,0,9853
15,11,0.0338074,0.966193,0.0234335,0,9853
15,12,0.0500369,0.949963,0.0346829,0,9853
15,13,0.0498211,0.950179,0.0345333,0,9853
15,14,0.0483619,0.951638,0.0335219,0,9853
15,15,0.0329477,0.967052,0.0228376,0,9853
16,0,0.0522939,0.947706,0.0362473,0,9853
16,1,0.0246681,0.975332,0.0170986,0,9853
16,2,0.0414733,0.958527,0.0287471,0,9853
16,3,0.0206954,0.979305,0.014345,0,9853
16,4,0.0294478,0.970552,0.0204117,0,9853
16,5,0.0360759,0.963924,0.0250059,0,9853
16,6,0.0235676,0.976432,0.0163358,0,9853
16,7,0.0460968,0.953903,0.0319519,0,9853
16,8,0.023526,0.976474,0.016307,0,9853
16,9,0.0317704,0.96823,0.0220215,0,9853
16,10,0.028746,0.971254,0.0199252,0,9853
16,11,0.0300699,0.96993,0.0208429,0,9853
16,12,0.0311536,0.968846,0.021594,0,9853
16,13,0.0300029,0.969997,0.0207964,0,9853
16,14,0.0849929,0.915007,0.0589126,0,9853
16,15,0.0248538,0.975146,0.0172273,0,9853
17,0,0.0453673,0.954633,0.0314462,0,9853
17,1,0.0607312,0.939269,0.0420956,0,9853
17,2,0.0356517,0.964348,0.0247119,0,9853
17,3,0.0580386,0.941961,0.0402293,0,9853
17,4,0.0407894,0.959211,0.0282731,0,9853
17,5,0.0347535,0.965246,0.0240893,0,9853
17,6,0.0410203,0.95898,0.0284331,0,9853
17,7,0.0586676,0.941332,0.0406653,0,9853
17,8,0.0497891,0.950211,0.0345112,0,9853
17,9,0.0684335,0.931567,0.0474345,0,9853
17,10,0.0405335,0.959466,0.0280957,0,9853
17,11,0.0513546,0.948645,0.0355963,0,9853
17,12,0.0380137,0.961986,0.0263491,0,9853
17,13,0.0428086,0.957191,0.0296726,0,9853
17,14,0.0399115,0.960088,0.0276646,0,9853
17,15,0.0418975,0.958102,0.0290412,0,9853
18,0,0.052489,0.947511,0.0363826,0,9853
18,1,0.0486162,0.951384,0.0336982,0,9853
18,2,0.0483328,0.951667,0.0335018,0,9853
18,3,0.0541029,0.945897,0.0375013,0,9853
18,4,0.0342906,0.965709,0.0237684,0,9853
18,5,0.0659677,0.934032,0.0457253,0,9853
18,6,0.0419662,0.958034,0.0290887,0,9853
18,7,0.0414933,0.958507,0.0287609,0,9853
18,8,0.0511119,0.948888,0.035428,0,9853
18,9,0.0318968,0.968103,0.0221092,0,9853
18,10,0.0314246,0.968575,0.0217818,0,9853
18,11,0.0377811,0.962219,0.0261879,0,9853
18,12,0.0337796,0.96622,0.0234143,0,9853
18,13,0.0698929,0.930107,0.048446,0,9853
18,14,0.0343758,0.965624,0.0238275,0,9853
18,15,0.0486494,0.951351,0.0337212,0,9853
19,0,0.167761,0.832239,0.116283,0,9853
19,1,0.25179,0.74821,0.174528,0,9853
19,2,0.225321,0.774679,0.156181,0,9853
19,3,0.222954,0.777046,0.15454,0,9853
19,4,0.24908,0.75092,0.172649,0,9853
19,5,0.240542,0.759458,0.166731,0,9853
19,6,0.0744131,0.925587,0.0515792,0,9853
19,7,0.250911,0.749089,0.173918,0,9853
19,8,0.114193,0.885807,0.0791525,0,9853
19,9,0.258415,0.741585,0.179119,0,9853
19,10,0.111701,0.888299,0.0774254,0,9853
19,11,0.247405,0.752595,0.171488,0,9853
19,12,0.271958,0.728042,0.188507,0,9853
19,13,0.273104,0.726896,0.189301,0,9853
19,14,0.2614,0.7386,0.181189,0,9853
19,15,0.185191,0.814809,0.128365,0,9853
20,0,0.074595,0.925405,0.0517053,0,9853
20,1,0.0686658,0.931334,0.0475955,0,9853
20,2,0.0695519,0.930448,0.0482097,0,9853
20,3,0.0679545,0.932045,0.0471025,0,9853
20,4,0.0729737,0.927026,0.0505815,0,9853
20,5,0.0841106,0.915889,0.058301,0,9853
20,6,0.0593149,0.940685,0.041114,0,9853
20,7,0.14767,0.85233,0.102357,0,9853
20,8,0.0951404,0.90486,0.0659463,0,9853
20,9,0.0702647,0.929735,0.0487037,0,9853
20,10,0.0681974,0.931803,0.0472708,0,9853
20,11,0.0627414,0.937259,0.043489,0,9853
20,12,0.0829408,0.917059,0.0574902,0,9853
20,13,0.0774347,0.922565,0.0536737,0,9853
20,14,0.0487778,0.951222,0.0338102,0,9853
20,15,0.079264,0.920736,0.0549416,0,9853
21,0,0.052449,0.947551,0.0363549,0,9853
21,1,0.108388,0.891612,0.075129,0,9853
21,2,0.173833,0.826167,0.120492,0,9853
21,3,0.0919808,0.908019,0.0637562,0,9853
21,4,0.140845,0.859155,0.0976266,0,9853
21,5,0.129688,0.870312,0.0898928,0,9853
21,6,0.0571226,0.942877,0.0395944,0,9853
21,7,0.116112,0.883888,0.0804825,0,9853
21,8,0.128696,0.871304,0.0892055,0,9853
21,9,0.0804127,0.919587,0.0557378,0,9853
21,10,0.0746882,0.925312,0.0517699,0,9853
21,11,0.155275,0.844725,0.107629,0,9853
21,12,0.0585099,0.94149,0.040556,0,9853
21,13,0.0818312,0.918169,0.056721,0,9853
21,14,0.0828032,0.917197,0.0573948,0,9853
21,15,0.0889869,0.911013,0.061681,0,9853
22,0,0.16249,0.83751,0.112629,0,9853
22,1,0.0775253,0.922475,0.0537365,0,9853
22,2,0.110954,0.889046,0.0769072,0,9853
22,3,0.075888,0.924112,0.0526016,0,9853
22,4,0.108864,0.891136,0.075459,0,9853
22,5,0.0919644,0.908036,0.0637448,0,9853
22,6,0.0964709,0.903529,0.0668685,0,9853
22,7,0.0700132,0.929987,0.0485294,0,9853
22,8,0.0514499,0.94855,0.0356624,0,9853
22,9,0.067607,0.932393,0.0468616,0,9853
22,10,0.062215,0.937785,0.0431242,0,9853
22,11,0.0728344,0.927166,0.0504849,0,9853
22,12,0.104757,0.895243,0.0726123,0,9853
22,13,0.110197,0.889803,0.0763825,0,9853
22,14,0.05194,0.94806,0.0360021,0,9853
22,15,0.0607835,0.939216,0.0421319,0,9853
23,0,0.0907133,0.909287,0.0628777,0,9853
23,1,0.124151,0.875849,0.0860546,0,9853
23,2,0.116428,0.883572,0.080702,0,9853
23,3,0.117999,0.882001,0.0817906,0,9853
23,4,0.106648,0.893352,0.0739229,0,9853
23,5,0.125467,0.874533,0.0869669,0,9853
23,6,0.125216,0.874784,0.0867932,0,9853
23,7,0.114982,0.885018,0.0796992,0,9853
23,8,0.177301,0.822699,0.122896,0,9853
23,9,0.112671,0.887329,0.0780973,0,9853
23,10,0.218976,0.781024,0.151783,0,9853
23,11,0.133904,0.866096,0.0928151,0,9853
23,12,0.127045,0.872955,0.088061,0,9853
23,13,0.129673,0.870327,0.0898824,0,9853
23,14,0.121192,0.878808,0.0840038,0,9853
23,15,0.116614,0.883386,0.0808308,0,9853
24,0,0.221469,0.778531,0.153511,0,9853
24,1,0.192316,0.807684,0.133303,0,9853
24,2,0.25863,0.74137,0.179268,0,9853
24,3,0.233643,0.766357,0.161949,0,9853
24,4,0.330185,0.669815,0.228867,0,9853
24,5,0.343831,0.656169,0.238325,0,9853
24,6,0.286007,0.713993,0.198245,0,9853
24,7,0.337802,0.662198,0.234147,0,9853
24,8,0.229952,0.770048,0.159391,0,9853
24,9,0.265238,0.734762,0.183849,0,9853
24,10,0.163678,0.836322,0.113453,0,9853
24,11,0.386568,0.613432,0.267949,0,9853
24,12,0.172295,0.827705,0.119426,0,9853
24,13,0.120609,0.879391,0.0835997,0,9853
24,14,0.189329,0.810671,0.131233,0,9853
24,15,0.209461,0.790539,0.145187,0,9853
25,0,0.0554492,0.944551,0.0384344,0,9853
25,1,0.161705,0.838295,0.112086,0,9853
25,2,0.105144,0.894856,0.0728804,0,9853
25,3,0.0996002,0.9004,0.0690376,0,9853
25,4,0.12504,0.87496,0.0866709,0,9853
25,5,0.0848835,0.915117,0.0588367,0,9853
25,6,0.141515,0.858485,0.0980904,0,9853
25,7,0.102854,0.897146,0.0712931,0,9853
25,8,0.141864,0.858136,0.0983329,0,9853
25,9,0.135912,0.864088,0.0942072,0,9853
25,10,0.115265,0.884735,0.0798958,0,9853
25,11,0.0917833,0.908217,0.0636194,0,9853
25,12,0.102579,0.897421,0.0711026,0,9853
25,13,0.0986722,0.901328,0.0683944,0,9853
25,14,0.124999,0.875001,0.0866427,0,9853
25,15,0.0971563,0.902844,0.0673436,0,9853
26,0,0.088038,0.911962,0.0610233,0,9853
26,1,0.117686,0.882314,0.0815736,0,9853
26,2,0.101733,0.898267,0.0705159,0,9853
26,3,0.0747118,0.925288,0.0517863,0,9853
26,4,0.0691815,0.930819,0.047953,0,9853
26,5,0.0935964,0.906404,0.0648761,0,9853
26,6,0.0875256,0.912474,0.0606681,0,9853
26,7,0.0753993,0.924601,0.0522628,0,9853
26,8,0.126722,0.873278,0.0878368,0,9853
26,9,0.108626,0.891374,0.0752938,0,9853
26,10,0.0905616,0.909438,0.0627725,0,9853
26,11,0.0765344,0.923466,0.0530496,0,9853
26,12,0.119652,0.880348,0.0829364,0,9853
26,13,0.096181,0.903819,0.0666676,0,9853
26,14,0.0999722,0.900028,0.0692955,0,9853
26,15,0.0892738,0.910726,0.0618799,0,9853
